sample_name	library_ID	title	library_strategy	library_source	library_selection	library_layout	platform	instrument_model	design_description	filetype	filename	filename2
HILO453	HILO453_L010	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO453_L010_1.fq.gz	HILO453_L010_2.fq.gz
HILO454	HILO454_L010	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO454_L010_1.fq.gz	HILO454_L010_2.fq.gz
HILO455	HILO455_L010	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO455_L010_1.fq.gz	HILO455_L010_2.fq.gz
HILO456	HILO456_L010	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO456_L010_1.fq.gz	HILO456_L010_2.fq.gz
HILO457	HILO457_L010	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO457_L010_1.fq.gz	HILO457_L010_2.fq.gz
HILO458	HILO458_L010	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO458_L010_1.fq.gz	HILO458_L010_2.fq.gz
HILO459	HILO459_L010	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO459_L010_1.fq.gz	HILO459_L010_2.fq.gz
HILO460	HILO460_L010	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO460_L010_1.fq.gz	HILO460_L010_2.fq.gz
HILO461	HILO461_L010	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO461_L010_1.fq.gz	HILO461_L010_2.fq.gz
HILO462	HILO462_L010	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO462_L010_1.fq.gz	HILO462_L010_2.fq.gz
HILO463	HILO463_L010	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO463_L010_1.fq.gz	HILO463_L010_2.fq.gz
HILO464	HILO464_L010	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO464_L010_1.fq.gz	HILO464_L010_2.fq.gz
HILO465	HILO465_L010	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO465_L010_1.fq.gz	HILO465_L010_2.fq.gz
HILO466	HILO466_L010	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO466_L010_1.fq.gz	HILO466_L010_2.fq.gz
HILO467	HILO467_L010	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO467_L010_1.fq.gz	HILO467_L010_2.fq.gz
HILO468	HILO468_L010	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO468_L010_1.fq.gz	HILO468_L010_2.fq.gz
HILO469	HILO469_L010	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO469_L010_1.fq.gz	HILO469_L010_2.fq.gz
HILO470	HILO470_L010	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO470_L010_1.fq.gz	HILO470_L010_2.fq.gz
HILO471	HILO471_L010	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO471_L010_1.fq.gz	HILO471_L010_2.fq.gz
HILO472	HILO472_L010	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO472_L010_1.fq.gz	HILO472_L010_2.fq.gz
HILO473	HILO473_L010	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO473_L010_1.fq.gz	HILO473_L010_2.fq.gz
HILO474	HILO474_L010	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO474_L010_1.fq.gz	HILO474_L010_2.fq.gz
HILO475	HILO475_L010	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO475_L010_1.fq.gz	HILO475_L010_2.fq.gz
HILO476	HILO476_L010	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO476_L010_1.fq.gz	HILO476_L010_2.fq.gz
HILO477	HILO477_L010	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO477_L010_1.fq.gz	HILO477_L010_2.fq.gz
HILO478	HILO478_L010	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO478_L010_1.fq.gz	HILO478_L010_2.fq.gz
