 RI_ACCESSION , GENUS        , SPECIES      , ACP          , ACNO         , ACCID        , GEOCTY       , GEOSTA       , LAT          , LON          , ACELLO       , LOCALITY     , PEDIGREE     , SAMPSTAT     , SOURCE       , KERNELS      , NOTES        , FLAG         ,,,,,,,,,
RIMPA0068,Zea,mays subsp. parviglumis,Ames,28066,699861,Mexico,Jalisco,20.6286,,104.42,1400,Guachinango. Population: K10 Guachinango,La Cienega.,,Wild,USDA,,,,,,,,,,

RIMPA0069,Zea,mays subsp. parviglumis,Ames,28067,699862,Mexico,Michoacan,20.1533,,102.364,1574,Ixtlan. Population: El Salitre.,,Wild,USDA,,,,,,,,,,,

RIMPA0070,Zea,mays subsp. parviglumis,Ames,28068,699863,Mexico,Michoacan,19.2811,,100.434,1332,Benito Juarez. Population: 1 Km Norte de Santa Ana.,,Wild,USDA,,,,,,,,,,,

RIMPA0071,Zea,mays subsp. parviglumis,Ames,28069,699864,Mexico,Michoacan,19.2308,,100.491,985,Tuzantla. Population: Los Guajes (km 43 Zitacuaro,Huetamo).,,Wild,USDA,,,,,,,,,,

RIMPA0072,Zea,mays subsp. parviglumis,Ames,28070,699865,Mexico,Michoacan,18.8619,,100.844,555,Tiquicheo. Population: El Guayabo (km 132.5 Zitacuaro,Huetamo).,,Wild,USDA,,,,,,,,,,

RIMPA0073,Zea,mays subsp. parviglumis,Ames,28071,699866,Mexico,Michoacan,18.8583,,100.857,609,Tiquicheo. Population: La Crucita (km 135 Zitacuaro,Huetamo).,,Wild,USDA,,,,,,,,,,

RIMPA0074,Zea,mays subsp. parviglumis,Ames,28072,699867,Mexico,Michoacan,18.82,,100.916,654,Huetamo. Population: El Potrero (km 145.5 Zitacuaro,Huetamo).,,Wild,USDA,,,,,,,,,,

RIMPA0075,Zea,mays subsp. parviglumis,Ames,28073,699868,Mexico,Michoacan,18.8047,,100.946,635,Huetamo. Population: Quenchendio (km 151.5 Zitacuaro,Huetamo).,,Wild,USDA,,,,,,,,,,

RIMPA0076,Zea,mays subsp. parviglumis,Ames,28074,699869,Mexico,Michoacan,18.7939,,100.946,653,Huetamo. Population: Crucero Puertas de Chiripio.,,Wild,USDA,,,,,,,,,,,

RIMPA0077,Zea,mays subsp. parviglumis,Ames,28075,699870,Mexico,Michoacan,18.8828,,100.957,697,Caracuaro. Population: Cuirindalillo (km 142 Huetamo,Caracuaro).,,Wild,USDA,,,,,,,,,,

RIMPA0078,Zea,mays subsp. parviglumis,Ames,28076,699871,Mexico,Michoacan,18.9375,,101.048,915,Caracuaro. Population: El Zapote (km 122 Huetamo,Caracuaro).,,Wild,USDA,,,,,,,,,,

RIMPA0079,Zea,mays subsp. parviglumis,Ames,28077,699872,Mexico,Michoacan,19.1611,,101.329,1268,Villa Madero. Population: Casa Blanca (km 62 Huetamo,Villa Madero).,,Wild,USDA,,,,,,,,,,

RIMPA0080,Zea,mays subsp. parviglumis,Ames,28078,699873,Mexico,Jalisco,20.675,,104.509,1305,Guachinango. Population: La Cienega (La Fortuna).,,Wild,USDA,,,,,,,,,,,

RIMPA0081,Zea,mays subsp. parviglumis,Ames,28080,699875,Mexico,Jalisco,20.6108,,104.226,1139,Ameca. Population: Quexpan,Las Raices.,,Wild,USDA,,,,,,,,,,

RIMPA0082,Zea,mays subsp. parviglumis,Ames,28081,699876,Mexico,Mexico,18.9533,,99.5028,1901,Malinalco. Population: Ruinas de Malinalco.,,Wild,USDA,,,,,,,,,,,

RIMPA0083,Zea,mays subsp. parviglumis,Ames,28082,699877,Mexico,Morelos,18.975,,99.0303,1654,Tepoztlan. Population: Amatlan (La Puerta).,,Wild,USDA,,,,,,,,,,,

RIMPA0084,Zea,mays subsp. parviglumis,Ames,28083,699878,Mexico,Morelos,18.9706,,99.0536,1696,Tepoztlan. Population: Camino Amatlan,Huilotepec.,,Wild,USDA,,,,,,,,,,

RIMPA0085,Zea,mays subsp. parviglumis,Ames,28084,699879,Mexico,Oaxaca,16.3239,,97.0325,1272,Miahuatlan. Population: San Cristobal Honduras.,,Wild,USDA,,,,,,,,,,,

RIMPA0086,Zea,mays subsp. parviglumis,Ames,28085,699880,Mexico,Oaxaca,16.3492,,97.0208,982,Miahuatlan. Population: El Rodeo.,,Wild,USDA,,,,,,,,,,,

RIMPA0087,Zea,mays subsp. parviglumis,Ames,28086,699881,Mexico,Guerrero,16.9822,,99.2831,590,Tecoanapa. Population: Crucero Lagunitas.,,Wild,USDA,,,,,,,,,,,

RIMPA0088,Zea,mays subsp. parviglumis,Ames,28087,699882,Mexico,Guerrero,17.1806,,99.5164,378,Tierra Colorada. Population: Tierra Colorada (Km 60 Chilpancingo,Acapulco).,,Wild,USDA,,,,,,,,,,

RIMPA0089,Zea,mays subsp. parviglumis,Ames,28088,699883,Mexico,Guerrero,17.2867,,99.4831,744,Mochitlan. Population: El Rincon.,,Wild,USDA,,,,,,,,,,,

RIMPA0090,Zea,mays subsp. parviglumis,Ames,28089,699884,Mexico,Guerrero,17.2958,,99.4731,827,Mochitlan. Population: El Ricon,Acahuizotla.,,Wild,USDA,,,,,,,,,,

RIMPA0091,Zea,mays subsp. parviglumis,Ames,28090,699885,Mexico,Guerrero,17.3653,,99.4817,1016,Mochitlan. Population: Acahuizotla,Palo Blanco.,,Wild,USDA,,,,,,,,,,

RIMPA0092,Zea,mays subsp. parviglumis,Ames,28091,699886,Mexico,Guerrero,17.3864,,99.4767,1167,Chilpancingo. Population: Km 2 Palo Blanco,Acapulco.,,Wild,USDA,,,,,,,,,,

RIMPA0093,Zea,mays subsp. parviglumis,Ames,28092,699887,Mexico,Guerrero,17.4067,,99.4431,1132,Mochitlan. Population: El Salado.,,Wild,USDA,,,,,,,,,,,

RIMPA0094,Zea,mays subsp. parviglumis,Ames,28093,699888,Mexico,Guerrero,18.5047,,99.7844,1890,Ixcateopan. Population: Ixcateopan.,,Wild,USDA,,,,,,,,,,,

RIMPA0095,Zea,mays subsp. parviglumis,Ames,28094,699889,Mexico,Guerrero,18.4856,,99.7917,1735,Ixcateopan. Population: Km 3,4 Ixcateopan,Pachivia.,,Wild,USDA,,,,,,,,,

RIMPA0096,Zea,mays subsp. parviglumis,Ames,28095,699890,Mexico,Guerrero,18.3564,,99.8139,1528,Ixcateopan. Population: Ahuacatitlan (km 1.5 del entronque).,,Wild,USDA,,,,,,,,,,,

RIMPA0097,Zea,mays subsp. parviglumis,Ames,28096,699891,Mexico,Guerrero,18.4139,,99.9094,1506,Teloloapan. Population: Km 72 Iguala,Arcelia (Km Alcholoa,Arcelia).,,Wild,USDA,,,,,,,,,

RIMPA0098,Zea,mays subsp. parviglumis,Ames,28097,699892,Mexico,Guerrero,18.4167,,99.9675,1740,Ixcapuzalco. Population: Zacatlancillo (cerro de los Chivos).,,Wild,USDA,,,,,,,,,,,

RIMPA0099,Zea,mays subsp. parviglumis,Ames,28098,699893,Mexico,Guerrero,18.4508,,99.9261,1797,Ixcapuzalco. Population: Km 7 Carr. Ixcapuzalco.,,Wild,USDA,,,,,,,,,,,

RIMPA0100,Zea,mays subsp. parviglumis,Ames,28099,699894,Mexico,Guerrero,18.4339,,99.9456,1652,Ixcapuzalco. Population: Km 3.5 Carr. Ixcapuzalco.,,Wild,USDA,,,,,,,,,,,

RIMPA0101,Zea,mays subsp. parviglumis,Ames,28100,699895,Mexico,Guerrero,18.2506,,99.2328,1215,Huitzuco. Population: Plan de los Timbres.,,Wild,USDA,,,,,,,,,,,

RIMPA0102,Zea,mays subsp. parviglumis,Ames,28101,699896,Mexico,Guerrero,18.2594,,99.2067,1173,Huitzuco. Population: San Miguel Palmas.,,Wild,USDA,,,,,,,,,,,

RIMPA0103,Zea,mays subsp. parviglumis,Ames,28102,699897,Mexico,Guerrero,18.2583,,99.2158,1160,Huitzuco. Population: Llano de Villegas.,,Wild,USDA,,,,,,,,,,,

RIMPA0104,Zea,mays subsp. parviglumis,Ames,28103,699898,Mexico,Guerrero,18.2256,,99.2125,1092,Huitzuco. Population: Paso Morelos.,,Wild,USDA,,,,,,,,,,,

RIMPA0105,Zea,mays subsp. parviglumis,Ames,28104,699899,Mexico,Guerrero,18.3503,,99.8414,1624,Teloloapan. Population: Rincon del Sauce.,,Wild,USDA,,,,,,,,,,,

RIMPA0106,Zea,mays subsp. parviglumis,Ames,28105,699900,Mexico,Guerrero,18.3878,,100.128,1110,Acapetlahuaya. Population: Amates Grandes.,,Wild,USDA,,,,,,,,,,,

RIMPA0107,Zea,mays subsp. parviglumis,Ames,28106,699901,Mexico,Guerrero,18.3939,,100.108,1210,Acapetlahuaya. Population: Km 3 Amates Grandes,Teloloapan.,,Wild,USDA,,,,,,,,,,

RIMPA0108,Zea,mays subsp. parviglumis,Ames,28107,699902,Mexico,Guerrero,18.3828,,100.145,985,Acapetlahuaya. Population: Km 1 El Crustel,Teloloapan.,,Wild,USDA,,,,,,,,,,

RIMPA0109,Zea,mays subsp. parviglumis,Ames,28108,699903,Mexico,Michoacan,19.0631,,101.283,832,Nocupetaro. Population: Km 80 Huetamo,Villa Madero.,,Wild,USDA,,,,,,,,,,

RIMPA0110,Zea,mays subsp. parviglumis,Ames,28109,699904,Mexico,Michoacan,19.0589,,101.214,759,Nocupetaro. Population: La Cadena (Km 93 Huetamo,Villa Madero).,,Wild,USDA,,,,,,,,,,

RIMPA0111,Zea,mays subsp. parviglumis,Ames,28110,699905,Mexico,Michoacan,19.0631,,101.193,672,Nocupetaro. Population: Puente Petembo.,,Wild,USDA,,,,,,,,,,,

RIMPA0112,Zea,mays subsp. parviglumis,Ames,28111,699906,Mexico,Michoacan,18.9631,,101.058,870,Caracuaro. Population: Puerto de la Cruz (Km 119 Huetamo,V.Madero).,,Wild,USDA,,,,,,,,,,

RIMPA0113,Zea,mays subsp. parviglumis,Ames,28112,699907,Mexico,Michoacan,18.9281,,101.043,834,Caracuaro. Population: El Zapote.,,Wild,USDA,,,,,,,,,,,

RIMPA0114,Zea,mays subsp. parviglumis,Ames,28113,699908,Mexico,Michoacan,18.9158,,101,727,Caracuaro. Population: Puerto El Coyote.,,Wild,USDA,,,,,,,,,,,

RIMPA0115,Zea,mays subsp. parviglumis,Ames,28114,699909,Mexico,Michoacan,18.9,,100.979,677,Caracuaro. Population: Km 135,136 Huetamo,Villa Madero.,,Wild,USDA,,,,,,,,,

RIMPA0116,Zea,mays subsp. parviglumis,Ames,28115,699910,Mexico,Mexico,18.7917,,100.344,808,Tejupilco de Hidalgo. Population: Crucero San Juan Tizapan (cerca Las Anonas).,,Wild,USDA,,,,,,,,,,,

RIMPA0117,Zea,mays subsp. parviglumis,Ames,28116,699911,Mexico,Mexico,18.8419,,100.238,958,Tejupilco de Hidalgo. Population: Salitre,Monte de Dios.,,Wild,USDA,,,,,,,,,,

RIMPA0118,Zea,mays subsp. parviglumis,Ames,28117,699912,Mexico,Mexico,18.8992,,100.181,1422,Tejupilco de Hidalgo. Population: Km 107,108 Toluca,Altamirano.,,Wild,USDA,,,,,,,,,

RIMPA0119,Zea,mays subsp. parviglumis,Ames,28118,699913,Mexico,Mexico,18.8947,,100.209,1355,Tejupilco de Hidalgo. Population: Km 112 Toluca,Altamirano.,,Wild,USDA,,,,,,,,,,

RIMPA0120,Zea,mays subsp. parviglumis,Ames,28119,699914,Mexico,Mexico,18.8539,,100.239,1015,Tejupilco de Hidalgo. Population: Km 119 Toluca,Altamirano.,,Wild,USDA,,,,,,,,,,

RIMPA0121,Zea,mays subsp. parviglumis,Ames,28120,699915,Mexico,Mexico,18.8114,,100.298,849,Amatepec. Population: Km 132 Toluca,Altamirano.,,Wild,USDA,,,,,,,,,,

RIMPA0122,Zea,mays subsp. parviglumis,Ames,28121,699916,Mexico,Mexico,18.64,,100.356,1008,Amatepec. Population: Km 8 Sur de Palmar Chico.,,Wild,USDA,,,,,,,,,,,

RIMPA0123,Zea,mays subsp. parviglumis,Ames,28122,699917,Mexico,Mexico,18.7614,,100.31,739,Amatepec. Population: Pueblo Nuevo,El Sitio.,,Wild,USDA,,,,,,,,,,

RIMPA0124,Zea,mays subsp. parviglumis,Ames,28123,699918,Mexico,Mexico,19.0286,,100.296,1075,Tejupilco de Hidalgo. Population: Acatitlan,El Puente.,,Wild,USDA,,,,,,,,,,

RIMPA0125,Zea,mays subsp. parviglumis,Ames,28124,699919,Mexico,Mexico,19.0389,,100.295,1085,Tejupilco de Hidalgo. Population: K22 Zacazonapan,Luvianos (EL Puente).,,Wild,USDA,,,,,,,,,,

RIMPA0126,Zea,mays subsp. parviglumis,Ames,28125,699920,Mexico,Mexico,19.0786,,100.266,1468,Zacazonapan. Population: K2 Zacazonapan,Otzoloapan.,,Wild,USDA,,,,,,,,,,

RIMPA0127,Zea,mays subsp. parviglumis,Ames,28126,699921,Mexico,Mexico,19.1478,,100.355,1178,Otzoloapan. Population: Km 8 Zuluapan,Tingambato.,,Wild,USDA,,,,,,,,,,

RIMPA0128,Zea,mays subsp. parviglumis,Ames,28127,699922,Mexico,Mexico,19.1464,,100.329,1346,Otzoloapan. Population: Km 4 Zuluapan,Tingambato.,,Wild,USDA,,,,,,,,,,

RIMPA0129,Zea,mays subsp. parviglumis,Ames,28128,699923,Mexico,Michoacan,19.4636,,100.912,1030,Tzitzio. Population: Km 37 Temascal,Huetamo.,,Wild,USDA,,,,,,,,,,

RIMPA0130,Zea,mays subsp. parviglumis,Ames,28129,699924,Mexico,Michoacan,19.4831,,100.921,1100,Tzitzio. Population: Km 33.5 Temascal,Huetamo.,,Wild,USDA,,,,,,,,,,

RIMPA0131,Zea,mays subsp. parviglumis,Ames,28130,699925,Mexico,Michoacan,19.5506,,100.918,1342,Tzitzio. Population: Queretanillo.,,Wild,USDA,,,,,,,,,,,

RIMPA0132,Zea,mays subsp. parviglumis,Ames,28131,699926,Mexico,Jalisco,20.7744,,104.25,1519,San Marcos. Population: Carr. San Marcos,Amatlan de Ca?as.,,Wild,USDA,,,,,,,,,,

RIMPA0133,Zea,mays subsp. parviglumis,Ames,28132,699927,Mexico,Nayarit,20.7736,,104.383,797,Amatlan de Ca?as. Population: Puerta del Limon (Pie de la Cuesta,Amatlan).,,Wild,USDA,,,,,,,,,,

RIMPA0134,Zea,mays subsp. parviglumis,Ames,28133,699928,Mexico,Nayarit,20.7872,,104.385,856,Amatlan de Ca?as. Population: 3 km E de Amatlan de Ca?as.,,Wild,USDA,,,,,,,,,,,

RIMPA0135,Zea,mays subsp. parviglumis,Ames,28134,699929,Mexico,Nayarit,20.8194,,104.414,880,Amatlan de Ca?as. Population: Amatlan de Ca?as (Junto al Panteon).,,Wild,USDA,,,,,,,,,,,

RIMPA0136,Zea,mays subsp. parviglumis,Ames,28135,699930,Mexico,Jalisco,20.8364,,104.556,888,Guachinango. Population: El Rodeo (Km 7 Tepuzhuacan,El Tablillo).,,Wild,USDA,,,,,,,,,,

RIMPA0137,Zea,mays subsp. parviglumis,Ames,28136,699931,Mexico,Jalisco,20.8044,,104.541,1123,Guachinango. Population: El Tablillo.,,Wild,USDA,,,,,,,,,,,

RIMPA0138,Zea,mays subsp. parviglumis,Ames,28137,699932,Mexico,Jalisco,19.7042,,104.819,552,Villa Purificacion. Population: Los Cimientos.,,Wild,USDA,,,,,,,,,,,

RIMPA0139,Zea,mays subsp. parviglumis,Ames,28138,699933,Mexico,Jalisco,19.7586,,104.85,683,Villa Purificacion. Population: El Tepopote (Huista,La Cofradia).,,Wild,USDA,,,,,,,,,,

RIMPA0140,Zea,mays subsp. parviglumis,Ames,28139,699934,Mexico,Jalisco,19.7717,,104.843,635,Villa Purificacion. Population: La Cofradia (2km al E).,,Wild,USDA,,,,,,,,,,,

RIMPA0141,Zea,mays subsp. parviglumis,Ames,28140,699935,Mexico,Jalisco,19.8961,,104.177,1325,Ejutla. Population: Km 14 El Grullo,Ejutla.,,Wild,USDA,,,,,,,,,,

RIMPA0142,Zea,mays subsp. parviglumis,Ames,28141,699936,Mexico,Colima,19.4408,,103.984,1103,Minatitlan. Population: El Sauz.,,Wild,USDA,,,,,,,,,,,

RIMPA0143,Zea,mays subsp. parviglumis,Ames,28142,699937,Mexico,Jalisco,19.7153,,104.803,526,Villa Purificacion. Population: 1 Km N Talpitita (Potrero La Higuerita).,,Wild,USDA,,,,,,,,,,,

RIMPA0144,Zea,mays subsp. parviglumis,Ames,28143,699938,Mexico,Jalisco,19.9122,,104.11,1004,Ejutla. Population: Camino El Estanco,Amacuitlanejo.,,Wild,USDA,,,,,,,,,,

RIMPA0145,Zea,mays subsp. parviglumis,Ames,28144,699939,Mexico,Michoacan,19.3714,,101.931,1256,Taretan. Population: Km 100 Autopista Uruapan,L. Cardenas.,,Wild,USDA,,,,,,,,,,

RIMPA0146,Zea,mays subsp. parviglumis,Ames,28145,699940,Mexico,Michoacan,19.3442,,101.944,1170,Taretan. Population: Taretan (La Perimera).,,Wild,USDA,,,,,,,,,,,

RIMPA0147,Zea,mays subsp. parviglumis,Ames,28146,699941,Mexico,Jalisco,19.9117,,104.11,1003,Ejutla. Population: Los Naranjos.,,Wild,USDA,,,,,,,,,,,

RIMPA0148,Zea,mays subsp. parviglumis,Ames,28147,699942,Mexico,Jalisco,19.9339,,104.065,945,Ejutla. Population: El Estanco.,,Wild,USDA,,,,,,,,,,,

RIMPA0149,Zea,mays subsp. parviglumis,Ames,28148,699943,Mexico,Jalisco,19.5361,,104.058,1364,Toliman. Population: El Rodeo.,,Wild,USDA,,,,,,,,,,,

RIMPA0150,Zea,mays subsp. parviglumis,Ames,28149,699944,Mexico,Jalisco,19.9675,,104.061,1288,Juchitlan. Population: El Coyotomate.,,Wild,USDA,,,,,,,,,,,

RIMPA0151,Zea,mays subsp. parviglumis,Ames,28150,699945,Mexico,Jalisco,19.8994,,104.172,1311,Ejutla. Population: Crucero Ejutla,Union de Tula,El Grullo.,,Wild,USDA,,,,,,,,,

RIMPA0152,Zea,mays subsp. parviglumis,Ames,28151,699946,Mexico,Jalisco,19.5283,,104.059,1450,Toliman. Population: La Lima.,,Wild,USDA,,,,,,,,,,,

RIMPA0153,Zea,mays subsp. parviglumis,Ames,28152,699947,Mexico,Jalisco,19.9433,,103.995,982,Ejutla. Population: San Lorenzo.,,Wild,USDA,,,,,,,,,,,

RIMPA0154,Zea,mays subsp. parviglumis,Ames,28153,699948,Mexico,Jalisco,19.7636,,104.707,426,Villa Purificacion. Population: Jirosto (Las Carboneras).,,Wild,USDA,,,,,,,,,,,

RIMPA0155,Zea,mays subsp. parviglumis,,,,Mexico,Jalisco,19.8959,,104.18,1246,EjutlaA,,Wild,Hufford,,"includes leaf, seed from a single maternal individual, pooled seed from 52 sampling sites",,,,,,,,,

RIMPA0156,Zea,mays subsp. parviglumis,,,,Mexico,Jalisco,19.9118,,104.113,,EjutlaB,,Wild,Hufford,,includes leaf and pooled seed samples from 44 sampling sites,,,,,,,,,

RIMPA0157,Zea,mays subsp. parviglumis,,,,Mexico,Jalisco,19.9577,,104.05,,La Mesa,,Wild,Hufford,,includes leaf and pooled seed samples from 53 sampling sites,,,,,,,,,

RIMPA0158,Zea,mays subsp. parviglumis,,,,Mexico,Jalisco,19.9472,,103.995,,San Lorenzo,,Wild,Hufford,,includes leaf and pooled seed samples from 50 sampling sites,,,,,,,,,

RIMPA0159,Zea,mays subsp. parviglumis,,,,Mexico,Jalisco,19.8679,,104.05,1225,El Grullo,,Wild,Hufford,,"includes leaf and seed samples from a small roadside population, no individual sampling sites within the population",,,,,,,,,

RIMPA0160,Zea,mays subsp. parviglumis,,,,Mexico\ ,,,,,Mazatlan,,Wild,Iltis,,colllected by Beadle in the 1972 Galinat teosinte Hunt; sent by Beadle to Giles Waines at UCR; probably same as Ames 21785 or PI 384061 .,,,,,,,,,,

RIMPA0161,Zea,mays subsp. parviglumis,,,,Mexico\ ,,,,,El Salado,,Wild,Iltis,,"colllected by Beadle in the 1972 Galinat teosinte Hunt; sent by Beadle to Giles Waines at UCR; likely  likely  PI 384061,  Ames 21785 ,  Ames 21787, or Ames 21788.\ \ Unknown mom(s)\ ",,,,,,,,,,

RIMPA0162,Zea,mays subsp. parviglumis,Ames,21785,,,,,,,,,,Flint,Garcia,,"tissue only, no seed",,,,,,,,,

RIN0001,Zea,nicaraguensis,PI,615697,87292,Nicaragua,Chinandega,12.8958,,86.9833,9,Near seasonal camp occupied by cattle herders known as El Rodeo  ~100 m east of Estero Palo Blanco  ~3 km northwest of Hacienda Apacunca  19,20 km west,southwest of Villa Nueva  plains between Estero Paimaica and Estero Palo Blanco. Pacific coastal plain near Golfo de Fonseca. Sunny margin of open  mature  weedy  heavily grazed floodplain gallery forest (dry forest  seasonally green  25 m tall  under 3,5 dm of water in Oct.) between savanna and seasonal river (estero).,,Wild,USDA,,,,,,,,

RIP0001,Zea,perennis,Ames,21869,87265,Mexico,,,,,,,Wild,USDA,,,,,,,,,,,,

RIP0002,Zea,perennis,Ames,21871,87267,Mexico,,,,,,,Wild,USDA,,,,,,,,,,,,

RIP0003,Zea,perennis,Ames,21872,87268,Mexico,,,,,,,Wild,USDA,,,,,,,,,,,,

RIP0004,Zea,perennis,Ames,21873,87269,Mexico,,,,,,,Wild,USDA,,,,,,,,,,,,

RIP0005,Zea,perennis,Ames,21874,87270,Mexico,,,,,,,Wild,USDA,,,,,,,,,,,,

RIP0006,Zea,perennis,Ames,21875,87271,Mexico,,,,,,,Wild,USDA,,,,,,,,,,,,

RIP0007,Zea,perennis,Ames,21882,87279,Mexico,Jalisco,19.6333,,103.583,2150,Piedra Ancha  15 km west,southwest of Ciudad Guzman. Within orchard and upper quebrada (ravine)  gentle flat slopes  very loose soil (fluffy volcanic ash?)  continually and thoroughly stirred by a large rabbit,size burrowing rodent.,,Wild,USDA,,,,,,,,,

RIPC0001,Panicum,capillare,PI,220025,,,,,,,,,,USDA,,,,,,,,,,,,

RIPD0001,Zea,Perennis,Ames,21872,,,,,,,,,,,,leaf tissu in the ,80C from Kellogg Elizabeth,,,,,,,,,

RIPG0001,Pennisetum,glaucum,PI,564586,,,,,,,,,,USDA,,PI564586 01 SD,,,,,,,,,,

RIPG0002,Pennisetum,glaucum,PI,586660,,,,,,,,,,USDA,,PI 586660 01 SD\ ,,,,,,,,,,

RIPG0003,Pennisetum,glaucum,PI,591068,,,,,,,,,,USDA,,PI 591068 01 SD,,,,,,,,,,

RIPS0001,Pennisetum,sieberianum,PI,532675,,,,,,,,,,USDA,,PI 532675 01 SD,,,,,,,,,,

RIPV0001,Panicum,virgatum,PI,422006,,,,,,,Texas,,Alamo,USDA,200,,,,,,,,,,,

RISB0001,Sorghum,bicolor subsp. bicolor,PI,659985,,,,,,,,,,USDA,,MAP1 SD\ 50 seed Wt ,1.46\ ,,,,,,,,,

RISB0002,Sorghum,bicolor subsp. bicolor,PI,533794,,,,,,,,,,USDA,,PI 533794 02 SD,,,,,,,,,,

RISB0003,Sorghum,bicolor subsp. bicolor,PI,533962,,,,,,,,,,USDA,,PI 533962 02 SD,,,,,,,,,,

RISB0004,Sorghum,bicolor subsp. bicolor,PI,533964,,,,,,,,,,USDA,,PI 533964 01 SD,,,,,,,,,,

RISB0005,Sorghum,bicolor subsp. bicolor,PI,534124,,,,,,,,,,USDA,,PI 534124 01 SD,,,,,,,,,,

RISB0006,Sorghum ,bicolor subsp. bicolor,PI,534163,,,,,,,,,,USDA,,PI 534163 01 SD,,,,,,,,,,

RISB0007,Sorghum,bicolor subsp. bicolor,PI,564163,,,,,,,,,,usda,,PI 564163 02 SD,,,,,,,,,,

RISB0008,Sorghum,bicolor subsp. bicolor,PI,565121,,,,,,,,,,USDA,,PI 565121 02 SD,,,,,,,,,,

RISB0009,Sorghum ,bicolor subsp. bicolor,PI,576364,,,,,,,,,,USDA,,PI 576364 03 SD,,,,,,,,,,

RISB0010,Sorghum,bicolor subsp. bicolor,PI,576380,,,,,,,,,,USDA,,PI 576380 03 SD\ ,,,,,,,,,,

RISB0011,Sorghum,bicolor subsp. bicolor,PI,597960,,,,,,,,,,USDA,,PI 597960 02 SD,,,,,,,,,,

RISB0012,Sorghum,bicolor subsp. bicolor,PI,597980,,,,,,,,,,USDA,,PI 597980 02 SD,,,,,,,,,,

RISB0013,Sorghum,bicolor subsp. bicolor,PI,656072,,,,,,,,,,USDA,,PI 656072 02 SD,,,,,,,,,,

RISB0014,Sorghum,bicolor subsp. bicolor,PI,656073,,,,,,,,,,USDA,,PI 656073 01 SD,,,,,,,,,,

RISB0015,Sorghum,bicolor subsp.bicolor,PI,656081,,,,,,,,,,USDA,,PI 656081 01 SD,,,,,,,,,,

RISB0016,Sorghum ,bicolor subsp. bicolor,PI,656092,,,,,,,,,,USDA,,PI 656092 02 SD,,,,,,,,,,

RISP1,Zea,sp.,,,,,,,,,,,,UCD,,"perennial plant growing in ecology garden near Orchard Park, UCD.  leaves collected",,,,,,,,,,

RITA0001,Tripsacum,australe v.hisutum,MIA,34491,,,,,,,,,,,,,,,,,,,,,,

RITD0001,Tripsacum,dactyloides,,,,,,,,,,,,Flint,Garcia,,"Growing behind Curtis Hall, U. Missouri.  Probably apomictic or first generation self. Donated Feb. 2010",,,,,,,,,

RITF0001,Tripsacum,floridanum,MIA,34719,,,,,,,,,,,,,,,,,,,,,,

RITL,Tripsacum,laxum,,,,,,,,,,,,,,,,,,,,,,,,

RITL0001,Tripsacum,laxum,MIA,34792,,,,,,,,,,,,,,,,,,,,,,

RITN0001,Tripsacum,andersonii,MIA,34430,,,,,,,,,,,,leaf tissu in the ,80C from Kellogg Elizabeth,,,,,,,,,

RITU0001,Triticum,urartu,PI,428198,,,,,,,,,,,,crop: wheat\ Name G1812\ Order: 246265,,,,,,,,,,

RIUD0001,Urelystrum ,digitatum,SM,3109,,,,,,,,,,,,,,,,,,,,,,

RIMMA1073,Zea,mays subsp. mays,,,,Peru,,,,,,,,Gabriela Vazquez,100,"""Cusco giant corn"" from Kuski company (www.kuski.pe)",,,,,,,,,,

RIMMA1074,Zea,mays subsp. mays,,,,,,,,,,,,Maize Genetics Co,op,15,X12J; Rhoades Ab10 request from stock center,,,,,,,,,

RIMMA1075,Zea,mays subsp. mays,,,,,,,,,,,,Maize Genetics Co,op,15,X12H; Rhoades Ab10 request from stock center,,,,,,,,,

RIMMA1076,Zea,mays subsp. mays,,,,,,,,,,,,Maize Genetics Co,op,20,X16B; Rhoades Ab10 request from stock center,,,,,,,,,

RIMMA1077,Zea,mays subsp. mays,,,,,,,,,,,,Maize Genetics Co,op,15,X12G; Rhoades Ab10 request from stock center,,,,,,,,,

RIMMA1078,Zea,mays subsp. mays,,,,,,,,,,,,Maize Genetics Co,op,15,X16F; Rhoades Ab10 request from stock center,,,,,,,,,

RIMMA1079,Zea,mays subsp. mays,,,,Peru,,,,,,,,Gabriela Vazquez,100,"Pescorunto corn"" from Kuski company (www.kuski.pe)",,,,,,,,,,

RIMMA1080,Zea,mays subsp. mays,,,,,,,,,,,,Baker Creek Heirloom Seed Company,10,K'uyu Chuspi Dark,,,,,,,,,,

RIMMA1081,Zea,mays subsp. mays,,,,,,,,,,,,Baker Creek Heirloom Seed Company,10,Yuruckluhua Candy Stripe,,,,,,,,,,

RIMMA1082,Zea,mays subsp. mays,,,,,,,,,,,,Baker Creek Heirloom Seed Company,12,K'uyu Chuspi,,,,,,,,,,

RIMMA1083,Zea,mays subsp. mays,,,,,,,,,,,,Baker Creek Heirloom Seed Company,10,Peskorunto Yellow,,,,,,,,,,

